14	1528	55																											
																													
ind	pop	C08		C24		D05		D10		D33		D34		D41		Q02		Q03		Q04		T13		T15		T29		T30	
WIDE18	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE19	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE20	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE21	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE22	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE23	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE24	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE25	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE26	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE27	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE28	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE29	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE30	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE31	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WIDE32	pop23	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ01	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ02	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ03	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ04	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ05	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ06	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ07	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ08	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ09	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ10	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ11	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ12	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ13	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ14	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ15	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ16	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ17	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ18	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ19	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ20	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ21	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ22	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ23	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
NEWQ24	pop24	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL01	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL02	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL03	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL04	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL05	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL06	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL07	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL08	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL09	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL10	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL11	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL12	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL13	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL14	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL15	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL16	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL17	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL18	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL19	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL20	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL21	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL22	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL23	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
PRTL24	pop25	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE01	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE02	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE03	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE04	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE05	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE06	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE07	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE08	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE09	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE10	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE11	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE12	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE13	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE14	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE15	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE16	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE17	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE18	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE19	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE20	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE21	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE22	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE23	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LOOE24	pop26	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB01	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB02	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB03	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB04	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB05	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB06	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB07	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB08	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB09	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB10	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB11	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB12	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB13	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB14	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB15	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB16	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB17	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB18	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB19	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB20	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB21	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB22	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB24	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB25	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB26	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB27	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB28	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB29	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB30	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB31	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
WENB32	pop27	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG01	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG02	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG03	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG04	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG05	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG07	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG08	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG09	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG10	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG11	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG12	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG13	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG14	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG15	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG16	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG17	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG18	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG19	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG20	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG21	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG22	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG23	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
LANG24	pop28	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX01	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX02	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX03	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX04	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX05	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX06	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX07	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX08	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX09	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX10	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX11	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX12	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX13	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX14	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX15	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
BRIX16	pop29	137	137	99	99	189	189	212	212	289	289	187	187	106	106	87	87	139	139	138	138	136	136	173	173	175	175	144	144
